# Interpolated propeller performance at 35 N (required) and 14 N (target)
# SI units: Thrust=N, Power=W, Torque=Nm; Cp, Ct, FOM dimensionless; 
# Sorted by Power at required thrust (ascending)
# ---------------------------------------------------------------------------

     Propeller  RPM@35N  Thrust@35N (N)  Power@35N (W)  Torque@35N (Nm)     Cp@35N     Ct@35N    FOM@35N  Eff@35N (N/W)  RPM@14N  Thrust@14N (N)  Power@14N (W)  Torque@14N (Nm)     Cp@14N     Ct@14N    FOM@14N  Eff@14N (N/W)
    9x39SFR-PC    24894              35      1483.0860           0.5685     0.0271     0.0607     0.4419         0.0237    16328              14       276.8500           0.1617     0.0179     0.0564     0.5970         0.0507
           7x7    27599              35      1504.8000           0.5203     0.0709     0.1350     0.5580         0.0233    17547              14       360.7860           0.1960     0.0660     0.1335     0.5896         0.0389
          8x10    21174              35      1507.8500           0.6797     0.0807     0.1344     0.4871         0.0232    13421              14       377.3540           0.2680     0.0791     0.1336     0.4924         0.0372
       9x44SFR    24602              35      1511.1170           0.5853     0.0285     0.0622     0.4361         0.0234    15950              14       280.1380           0.1679     0.0195     0.0592     0.5888         0.0500
          7x4F    32695              35      1659.7260           0.4844     0.0470     0.0962     0.5067         0.0212    21402              14       331.9180           0.1481     0.0335     0.0898     0.6398         0.0422
         65x37    35966              35      1695.2980           0.4502     0.0523     0.1069     0.5330         0.0207    23305              14       324.9090           0.1331     0.0368     0.1018     0.7039         0.0431
           7x8    27595              35      1698.7470           0.5874     0.0800     0.1350     0.4943         0.0206    17513              14       402.8490           0.2195     0.0742     0.1341     0.5275         0.0348
          7x9E    25996              35      1734.3020           0.6373     0.0979     0.1522     0.4840         0.0202    16000              14       314.5910           0.1878     0.0509     0.1034     0.6117         0.0465
           7x9    27574              35      1903.6790           0.6589     0.0899     0.1352     0.4411         0.0184    17488              14       449.1420           0.2449     0.0830     0.1343     0.4730         0.0312
          7x10    27613              35      2104.2260           0.7273     0.0989     0.1348     0.3989         0.0167    17513              14       494.7900           0.2693     0.0911     0.1340     0.4300         0.0284
         7x15E    26175              35      3220.6940           1.1747     0.1779     0.1501     0.2605         0.0109    16573              14       781.4560           0.4495     0.1697     0.1497     0.2720         0.0180
